Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A Spectral Count	B Spectral Count	C Spectral Count	D Spectral Count	E Spectral Count	A Unique Spectral Count	B Unique Spectral Count	C Unique Spectral Count	D Unique Spectral Count	E Unique Spectral Count	A Total Spectral Count	B Total Spectral Count	C Total Spectral Count	D Total Spectral Count	E Total Spectral Count	A Intensity	B Intensity	C Intensity	D Intensity	E Intensity	Indistinguishable Proteins
sp|Q9NYS7|WSB2_HUMAN	Q9NYS7	WSB2_HUMAN	WSB2	404	Homo sapiens	2:Experimental evidence at transcript level	WD repeat and SOCS box-containing protein 2	0.9757	0.999	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0.0	7216662.0	0.0	0.0	
sp|Q9NYT0|PLEK2_HUMAN	Q9NYT0	PLEK2_HUMAN	PLEK2	353	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin-2	1.0	0.999	8	34	34	34	6	6	6	7	9	6	6	6	7	9	6	6	6	7	9	1.9349726E8	2.4634742E8	3.1335146E8	4.639015E8	3.7734144E8	
sp|Q9NYU1|UGGG2_HUMAN	Q9NYU1	UGGG2_HUMAN	UGGT2	1516	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose:glycoprotein glucosyltransferase 2	1.0	0.999	27	139	139	139	31	20	31	28	29	31	20	31	28	29	31	20	31	28	29	3.3529408E9	2.0342236E9	1.9336905E9	2.1258449E9	3.1436006E9	
sp|Q9NYU2|UGGG1_HUMAN	Q9NYU2	UGGG1_HUMAN	UGGT1	1555	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose:glycoprotein glucosyltransferase 1	1.0	0.999	58	710	710	710	136	103	163	168	140	136	103	163	168	140	136	103	163	168	140	5.8883453E10	3.7240566E10	4.399745E10	6.040516E10	6.0263735E10	
sp|Q9NYV4|CDK12_HUMAN	Q9NYV4	CDK12_HUMAN	CDK12	1490	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 12	1.0	0.999	33	142	119	142	29	17	32	27	37	25	15	26	21	32	29	17	32	27	37	2.877564E9	1.5027674E9	3.352362E9	3.214556E9	6.865949E9	
sp|Q9NYV6|RRN3_HUMAN	Q9NYV6	RRN3_HUMAN	RRN3	651	Homo sapiens	1:Experimental evidence at protein level	RNA polymerase I-specific transcription initiation factor RRN3	1.0	0.999	8	20	16	20	2	3	3	5	7	2	2	2	4	6	2	3	3	5	7	7.215955E7	1.1734158E8	7.6256536E7	1.9702336E8	3.8515414E8	
sp|Q9NYW8|RBAK_HUMAN	Q9NYW8	RBAK_HUMAN	RBAK	714	Homo sapiens	1:Experimental evidence at protein level	RB-associated KRAB zinc finger protein	1.0	0.999	7	22	22	22	6	4	4	2	6	6	4	4	2	6	6	4	4	2	6	1.8650779E8	1.086585E8	7.359461E7	1.3631737E7	1.5947579E8	
sp|Q9NYY3|PLK2_HUMAN	Q9NYY3	PLK2_HUMAN	PLK2	685	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase PLK2	1.0	0.999	4	5	4	5	1	0	0	0	4	1	0	0	0	3	1	0	0	0	4	1.703583E7	0.0	0.0	0.0	1.1506808E7	
sp|Q9NYY8|FAKD2_HUMAN	Q9NYY8	FAKD2_HUMAN	FASTKD2	710	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 2, mitochondrial	1.0	0.999	12	72	72	72	17	12	15	11	17	17	12	15	11	17	17	12	15	11	17	2.5977933E9	1.1256856E9	7.456923E8	9.593657E8	1.0747224E9	
sp|Q9NYZ3|GTSE1_HUMAN	Q9NYZ3	GTSE1_HUMAN	GTSE1	739	Homo sapiens	1:Experimental evidence at protein level	G2 and S phase-expressed protein 1	0.9764	0.999	1	3	3	3	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	8.112193E7	5.7816252E7	0.0	0.0	4.112866E7	
sp|Q9NYZ4|SIGL8_HUMAN	Q9NYZ4	SIGL8_HUMAN	SIGLEC8	499	Homo sapiens	1:Experimental evidence at protein level	Sialic acid-binding Ig-like lectin 8	1.0	0.999	6	22	15	22	3	4	7	3	5	1	2	6	3	3	3	4	7	3	5	5.56982E7	1.3121235E8	2.6953053E8	2.3737542E8	1.1713076E8	
sp|Q9NZ01|TECR_HUMAN	Q9NZ01	TECR_HUMAN	TECR	308	Homo sapiens	1:Experimental evidence at protein level	Very-long-chain enoyl-CoA reductase	1.0	0.999	5	169	169	169	44	40	30	29	26	44	40	30	29	26	44	40	30	29	26	2.321926E10	7.935774E9	1.7918398E10	1.8604313E10	4.2661196E10	
sp|Q9NZ08|ERAP1_HUMAN	Q9NZ08	ERAP1_HUMAN	ERAP1	941	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum aminopeptidase 1	1.0	0.999	25	279	279	279	50	47	61	59	62	50	47	61	59	62	50	47	61	59	62	1.8478113E10	1.388507E10	2.4858898E10	1.9078574E10	2.5707831E10	
sp|Q9NZ09|UBAP1_HUMAN	Q9NZ09	UBAP1_HUMAN	UBAP1	502	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-associated protein 1	1.0	0.999	12	56	55	56	13	10	11	14	8	13	10	10	14	8	13	10	11	14	8	2.7876897E9	8.1555226E9	8.558516E8	3.176381E9	7.708112E8	
sp|Q9NZ32|ARP10_HUMAN	Q9NZ32	ARP10_HUMAN	ACTR10	417	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 10	1.0	0.999	8	87	87	87	18	8	18	23	20	18	8	18	23	20	18	8	18	23	20	3.334673E9	2.5860283E9	3.21134E9	3.8855895E9	4.492032E9	
sp|Q9NZ43|USE1_HUMAN	Q9NZ43	USE1_HUMAN	USE1	259	Homo sapiens	1:Experimental evidence at protein level	Vesicle transport protein USE1	1.0	0.999	8	69	69	69	13	11	16	13	16	13	11	16	13	16	13	11	16	13	16	1.684865E9	1.3180143E9	1.7360924E9	2.4304876E9	3.6165036E9	
sp|Q9NZ45|CISD1_HUMAN	Q9NZ45	CISD1_HUMAN	CISD1	108	Homo sapiens	1:Experimental evidence at protein level	CDGSH iron-sulfur domain-containing protein 1	1.0	0.999	3	158	158	158	46	30	32	28	22	46	30	32	28	22	46	30	32	28	22	3.8973993E10	2.4045238E10	2.2719453E10	3.0684062E10	3.3777312E10	
sp|Q9NZ52|GGA3_HUMAN	Q9NZ52	GGA3_HUMAN	GGA3	723	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-binding protein GGA3	1.0	0.999	13	74	74	75	11	10	17	17	19	11	10	17	17	19	11	10	17	18	19	1.7291058E9	1.4240246E9	2.015064E9	2.2716767E9	4.2642376E9	
sp|Q9NZ53|PDXL2_HUMAN	Q9NZ53	PDXL2_HUMAN	PODXL2	605	Homo sapiens	1:Experimental evidence at protein level	Podocalyxin-like protein 2	1.0	0.999	5	26	26	26	4	3	5	7	7	4	3	5	7	7	4	3	5	7	7	2.052239E8	5.4201824E7	1.8599677E8	1.3006984E8	2.6519286E8	
sp|Q9NZ63|TLS1_HUMAN	Q9NZ63	TLS1_HUMAN	C9orf78	289	Homo sapiens	1:Experimental evidence at protein level	Splicing factor C9orf78	1.0	0.999	13	109	109	109	26	9	23	23	28	26	9	23	23	28	26	9	23	23	28	3.186483E9	1.3999085E9	2.6160407E9	1.8862282E9	2.7358328E9	
sp|Q9NZ71|RTEL1_HUMAN	Q9NZ71	RTEL1_HUMAN	RTEL1	1219	Homo sapiens	1:Experimental evidence at protein level	Regulator of telomere elongation helicase 1	1.0	0.999	10	29	29	29	4	2	9	5	9	4	2	9	5	9	4	2	9	5	9	1.3650667E8	7.21259E7	1.3178974E8	1.6928864E8	4.2761098E8	
sp|Q9NZ72|STMN3_HUMAN	Q9NZ72	STMN3_HUMAN	STMN3	180	Homo sapiens	1:Experimental evidence at protein level	Stathmin-3	1.0	0.999	6	16	16	41	2	1	6	4	3	2	1	6	4	3	12	4	8	11	6	2.7546602E8	8.036524E7	5.836775E8	3.2554803E8	5.1956218E8	
sp|Q9NZA1|CLIC5_HUMAN	Q9NZA1	CLIC5_HUMAN	CLIC5	410	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 5	1.0	0.999	6	13	13	34	0	2	5	3	3	0	2	5	3	3	6	5	9	8	6	0.0	1.0200904E8	3.0030384E8	2.3630136E8	2.3208738E8	
sp|Q9NZB2|F120A_HUMAN	Q9NZB2	F120A_HUMAN	FAM120A	1118	Homo sapiens	1:Experimental evidence at protein level	Constitutive coactivator of PPAR-gamma-like protein 1	1.0	0.999	27	341	309	341	61	53	70	75	82	57	48	63	67	74	61	53	70	75	82	2.137592E10	2.0930253E10	2.1027168E10	2.5198807E10	3.0401243E10	
sp|Q9NZB8|MOCS1_HUMAN	Q9NZB8	MOCS1_HUMAN	MOCS1	636	Homo sapiens	1:Experimental evidence at protein level	Molybdenum cofactor biosynthesis protein 1	1.0	0.999	9	39	39	39	6	5	9	9	10	6	5	9	9	10	6	5	9	9	10	6.947077E8	3.0534307E8	9.755079E8	1.1418868E9	9.5296083E8	
sp|Q9NZC2|TREM2_HUMAN	Q9NZC2	TREM2_HUMAN	TREM2	230	Homo sapiens	1:Experimental evidence at protein level	Triggering receptor expressed on myeloid cells 2	0.9994	0.999	2	10	10	10	1	2	3	1	3	1	2	3	1	3	1	2	3	1	3	1.7250349E8	1.3471573E8	1.4148874E8	1.3539923E8	1.0514269E8	
sp|Q9NZC3|GDE1_HUMAN	Q9NZC3	GDE1_HUMAN	GDE1	331	Homo sapiens	1:Experimental evidence at protein level	Glycerophosphodiester phosphodiesterase 1	1.0	0.999	9	52	52	52	8	7	11	16	10	8	7	11	16	10	8	7	11	16	10	1.3379613E9	1.1430651E9	1.1510746E9	2.0181517E9	3.0759537E9	
sp|Q9NZC7|WWOX_HUMAN	Q9NZC7	WWOX_HUMAN	WWOX	414	Homo sapiens	1:Experimental evidence at protein level	WW domain-containing oxidoreductase	1.0	0.999	8	29	29	29	4	2	6	9	8	4	2	6	9	8	4	2	6	9	8	5.0515952E8	5.094944E7	1.2577509E9	1.1035987E9	1.9565928E9	
sp|Q9NZC9|SMAL1_HUMAN	Q9NZC9	SMAL1_HUMAN	SMARCAL1	954	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	1.0	0.999	12	49	49	49	7	7	12	11	12	7	7	12	11	12	7	7	12	11	12	4.6574963E8	3.3879293E8	2.5305123E8	4.7977376E8	8.124893E8	
sp|Q9NZD2|GLTP_HUMAN	Q9NZD2	GLTP_HUMAN	GLTP	209	Homo sapiens	1:Experimental evidence at protein level	Glycolipid transfer protein	1.0	0.999	7	62	62	62	13	7	14	15	13	13	7	14	15	13	13	7	14	15	13	3.403907E9	1.7042693E9	2.691415E9	3.8351816E9	3.9741174E9	
sp|Q9NZD4|AHSP_HUMAN	Q9NZD4	AHSP_HUMAN	AHSP	102	Homo sapiens	1:Experimental evidence at protein level	Alpha-hemoglobin-stabilizing protein	0.9717	0.9988	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.672022E7	3.6233988E7	4.168183E7	9.894757E7	3.0374947E8	
sp|Q9NZD8|SPG21_HUMAN	Q9NZD8	SPG21_HUMAN	SPG21	308	Homo sapiens	1:Experimental evidence at protein level	Maspardin	1.0	0.999	9	55	55	55	11	9	13	9	13	11	9	13	9	13	11	9	13	9	13	3.6286605E9	1.9680147E9	9.98578E8	9.0878976E8	9.556434E8	
sp|Q9NZE8|RM35_HUMAN	Q9NZE8	RM35_HUMAN	MRPL35	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL35m	0.9764	0.999	1	7	7	7	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2.748916E8	1.131124E8	5.622312E8	2.8568608E8	6.836288E8	
sp|Q9NZG7|NINJ2_HUMAN	Q9NZG7	NINJ2_HUMAN	NINJ2	142	Homo sapiens	1:Experimental evidence at protein level	Ninjurin-2	0.9939	0.9979	2	7	7	7	3	1	2	0	1	3	1	2	0	1	3	1	2	0	1	1.2801608E9	3.7221836E7	4.6629658E8	0.0	1.9236658E7	
sp|Q9NZH0|GPC5B_HUMAN	Q9NZH0	GPC5B_HUMAN	GPRC5B	403	Homo sapiens	1:Experimental evidence at protein level	G-protein coupled receptor family C group 5 member B	0.9764	0.999	1	9	9	9	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	6.133913E8	3.5832483E8	2.2499384E8	3.2951152E8	2.7046803E8	
sp|Q9NZH8|IL36G_HUMAN	Q9NZH8	IL36G_HUMAN	IL36G	169	Homo sapiens	1:Experimental evidence at protein level	Interleukin-36 gamma	0.9681	0.9986	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	1.7539136E7	0.0	
sp|Q9NZI5|GRHL1_HUMAN	Q9NZI5	GRHL1_HUMAN	GRHL1	618	Homo sapiens	1:Experimental evidence at protein level	Grainyhead-like protein 1 homolog	1.0	0.999	17	51	51	52	14	7	10	12	8	14	7	10	12	8	14	7	10	13	8	1.4816773E9	4.6180003E8	4.9757805E8	5.3908026E8	1.2840042E9	
sp|Q9NZI6|TF2L1_HUMAN	Q9NZI6	TF2L1_HUMAN	TFCP2L1	479	Homo sapiens	1:Experimental evidence at protein level	Transcription factor CP2-like protein 1	1.0	0.999	3	9	9	9	4	1	1	1	2	4	1	1	1	2	4	1	1	1	2	1.9526842E8	3.928718E7	7370060.5	2.4549828E7	8.0556936E7	
sp|Q9NZI7|UBIP1_HUMAN	Q9NZI7	UBIP1_HUMAN	UBP1	540	Homo sapiens	1:Experimental evidence at protein level	Upstream-binding protein 1	1.0	0.999	13	108	84	108	21	14	22	26	25	17	11	17	20	19	21	14	22	26	25	5.989966E9	3.5243564E9	3.5443622E9	3.9919708E9	4.502098E9	
sp|Q9NZI8|IF2B1_HUMAN	Q9NZI8	IF2B1_HUMAN	IGF2BP1	577	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 1	1.0	0.999	12	32	32	35	16	2	3	6	5	16	2	3	6	5	17	3	3	6	6	1.3116526E9	1.1394816E8	6.0041144E7	8.3769027E9	9.224646E7	
sp|Q9NZJ0|DTL_HUMAN	Q9NZJ0	DTL_HUMAN	DTL	730	Homo sapiens	1:Experimental evidence at protein level	Denticleless protein homolog	0.9994	0.999	2	10	10	10	2	1	3	2	2	2	1	3	2	2	2	1	3	2	2	1.672051E8	7.232653E7	1.20643704E8	1.02787864E8	1.9261301E8	
sp|Q9NZJ4|SACS_HUMAN	Q9NZJ4	SACS_HUMAN	SACS	4579	Homo sapiens	1:Experimental evidence at protein level	Sacsin	1.0	0.999	35	93	93	93	27	11	13	17	25	27	11	13	17	25	27	11	13	17	25	8.559256E8	2.6124789E8	2.2530451E8	3.359619E8	4.912977E8	
sp|Q9NZJ5|E2AK3_HUMAN	Q9NZJ5	E2AK3_HUMAN	EIF2AK3	1116	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2-alpha kinase 3	1.0	0.999	15	59	59	59	9	6	13	12	19	9	6	13	12	19	9	6	13	12	19	9.520217E8	5.66361E8	6.622499E8	6.920937E8	1.0800191E9	
sp|Q9NZJ6|COQ3_HUMAN	Q9NZJ6	COQ3_HUMAN	COQ3	369	Homo sapiens	1:Experimental evidence at protein level	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	1.0	0.999	5	29	29	29	7	4	6	6	6	7	4	6	6	6	7	4	6	6	6	1.1259754E9	4.6667818E8	6.7286374E8	1.3104168E9	1.0763756E9	
sp|Q9NZJ7|MTCH1_HUMAN	Q9NZJ7	MTCH1_HUMAN	MTCH1	389	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial carrier homolog 1	1.0	0.999	6	66	66	66	18	10	12	14	12	18	10	12	14	12	18	10	12	14	12	4.2390753E9	1.6894313E9	2.51347E9	3.2835543E9	5.2837007E9	
sp|Q9NZJ9|NUDT4_HUMAN	Q9NZJ9	NUDT4_HUMAN	NUDT4	180	Homo sapiens	1:Experimental evidence at protein level	Diphosphoinositol polyphosphate phosphohydrolase 2	0.9999	0.999	5	63	12	63	14	8	12	16	13	3	2	2	3	2	14	8	12	16	13	5.98843E9	3.8886702E9	6.0284657E9	8.683767E9	1.2792935E10	
sp|Q9NZK5|ADA2_HUMAN	Q9NZK5	ADA2_HUMAN	ADA2	511	Homo sapiens	1:Experimental evidence at protein level	Adenosine deaminase 2	1.0	0.999	12	49	49	49	11	10	9	9	10	11	10	9	9	10	11	10	9	9	10	1.350699E9	8.850199E8	8.6676525E8	1.9223117E9	1.348993E9	
sp|Q9NZL3|ZN224_HUMAN	Q9NZL3	ZN224_HUMAN	ZNF224	707	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 224	0.9966	0.999	4	4	4	6	0	0	2	1	1	0	0	2	1	1	1	0	2	2	1	0.0	0.0	3.807317E7	8989763.0	9634871.0	
sp|Q9NZL4|HPBP1_HUMAN	Q9NZL4	HPBP1_HUMAN	HSPBP1	359	Homo sapiens	1:Experimental evidence at protein level	Hsp70-binding protein 1	1.0	0.999	13	122	122	122	31	24	25	21	21	31	24	25	21	21	31	24	25	21	21	1.0313674E10	4.5346657E9	6.3118116E9	8.549567E9	1.2095735E10	
sp|Q9NZL6|RGL1_HUMAN	Q9NZL6	RGL1_HUMAN	RGL1	768	Homo sapiens	1:Experimental evidence at protein level	Ral guanine nucleotide dissociation stimulator-like 1	1.0	0.999	8	23	22	23	2	3	4	7	7	2	3	4	7	6	2	3	4	7	7	4.7294676E7	8.029668E7	2.152182E8	5.0227005E8	1.8716824E8	
sp|Q9NZL9|MAT2B_HUMAN	Q9NZL9	MAT2B_HUMAN	MAT2B	334	Homo sapiens	1:Experimental evidence at protein level	Methionine adenosyltransferase 2 subunit beta	1.0	0.999	9	95	95	95	15	14	21	25	20	15	14	21	25	20	15	14	21	25	20	6.1389926E9	3.424784E9	6.421675E9	7.456446E9	9.022635E9	
sp|Q9NZM1|MYOF_HUMAN	Q9NZM1	MYOF_HUMAN	MYOF	2061	Homo sapiens	1:Experimental evidence at protein level	Myoferlin	1.0	0.999	78	1441	1410	1441	285	198	297	354	307	276	191	292	347	304	285	198	297	354	307	1.5620414E11	9.563846E10	1.3476342E11	1.658129E11	2.1728441E11	
sp|Q9NZM3|ITSN2_HUMAN	Q9NZM3	ITSN2_HUMAN	ITSN2	1697	Homo sapiens	1:Experimental evidence at protein level	Intersectin-2	1.0	0.999	43	268	248	268	60	46	68	50	44	55	42	64	47	40	60	46	68	50	44	7.2192573E9	5.46613E9	6.3013627E9	6.296949E9	9.255961E9	
sp|Q9NZM4|BICRA_HUMAN	Q9NZM4	BICRA_HUMAN	BICRA	1560	Homo sapiens	1:Experimental evidence at protein level	BRD4-interacting chromatin-remodeling complex-associated protein	1.0	0.999	9	42	42	42	8	9	9	8	8	8	9	9	8	8	8	9	9	8	8	4.8736342E8	5.0793738E8	3.3900515E8	3.6146298E8	4.2209283E8	
sp|Q9NZM5|NOP53_HUMAN	Q9NZM5	NOP53_HUMAN	NOP53	478	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein NOP53	1.0	0.999	7	42	42	42	10	6	9	8	9	10	6	9	8	9	10	6	9	8	9	1.3686822E9	7.544842E8	1.07219014E9	1.0995604E9	2.0330409E9	
sp|Q9NZN3|EHD3_HUMAN	Q9NZN3	EHD3_HUMAN	EHD3	535	Homo sapiens	1:Experimental evidence at protein level	EH domain-containing protein 3	1.0	0.999	24	89	89	170	16	11	19	22	21	16	11	19	22	21	32	22	33	47	36	2.8178545E9	2.2399393E9	1.9077473E9	3.2468905E9	2.2125243E9	
sp|Q9NZN4|EHD2_HUMAN	Q9NZN4	EHD2_HUMAN	EHD2	543	Homo sapiens	1:Experimental evidence at protein level	EH domain-containing protein 2	1.0	0.999	23	376	374	376	65	63	83	86	79	65	63	83	84	79	65	63	83	86	79	2.8115546E10	2.3745534E10	2.9858544E10	3.736751E10	4.6407623E10	
sp|Q9NZN5|ARHGC_HUMAN	Q9NZN5	ARHGC_HUMAN	ARHGEF12	1544	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 12	1.0	0.999	32	238	229	238	58	34	52	41	53	56	32	50	40	51	58	34	52	41	53	8.0383375E9	4.0544796E9	5.280787E9	6.19158E9	1.0575517E10	
sp|Q9NZN8|CNOT2_HUMAN	Q9NZN8	CNOT2_HUMAN	CNOT2	540	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 2	1.0	0.999	7	35	35	35	7	6	9	7	6	7	6	9	7	6	7	6	9	7	6	9.889448E8	6.0019264E8	7.043162E8	9.993202E8	8.0183514E8	
sp|Q9NZP8|C1RL_HUMAN	Q9NZP8	C1RL_HUMAN	C1RL	487	Homo sapiens	1:Experimental evidence at protein level	Complement C1r subcomponent-like protein	1.0	0.999	6	35	35	35	7	5	6	8	9	7	5	6	8	9	7	5	6	8	9	7.971601E8	4.926535E8	1.332551E9	5.4251635E8	1.1868987E9	
sp|Q9NZQ0|DJC27_HUMAN	Q9NZQ0	DJC27_HUMAN	DNAJC27	273	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 27	0.9764	0.999	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0.0	6140195.5	0.0	0.0	
sp|Q9NZQ3|SPN90_HUMAN	Q9NZQ3	SPN90_HUMAN	NCKIPSD	722	Homo sapiens	1:Experimental evidence at protein level	NCK-interacting protein with SH3 domain	1.0	0.999	12	60	60	60	13	10	14	12	11	13	10	14	12	11	13	10	14	12	11	9.471275E8	6.040963E8	7.8192896E8	8.7862144E8	1.1448247E9	
sp|Q9NZQ7|PD1L1_HUMAN	Q9NZQ7	PD1L1_HUMAN	CD274	290	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death 1 ligand 1	1.0	0.999	4	14	14	14	5	5	1	1	2	5	5	1	1	2	5	5	1	1	2	3.0278176E8	2.5304307E8	4.555773E7	4.5626636E7	4.697991E7	
sp|Q9NZR1|TMOD2_HUMAN	Q9NZR1	TMOD2_HUMAN	TMOD2	351	Homo sapiens	1:Experimental evidence at protein level	Tropomodulin-2	1.0	0.999	15	80	80	81	15	14	18	12	21	15	14	18	12	21	15	14	18	13	21	2.7251528E9	2.1299689E9	2.3652093E9	1.7970422E9	3.42272E9	
sp|Q9NZR2|LRP1B_HUMAN	Q9NZR2	LRP1B_HUMAN	LRP1B	4599	Homo sapiens	1:Experimental evidence at protein level	Low-density lipoprotein receptor-related protein 1B	0.9997	0.9989	6	7	7	8	2	1	1	2	1	2	1	1	2	1	2	1	1	3	1	5.0441216E7	3.926289E7	1.5356677E7	3.1233468E7	6915777.5	
sp|Q9NZS9|BFAR_HUMAN	Q9NZS9	BFAR_HUMAN	BFAR	450	Homo sapiens	1:Experimental evidence at protein level	Bifunctional apoptosis regulator	0.996	0.999	2	5	5	5	1	0	2	0	2	1	0	2	0	2	1	0	2	0	2	9820103.0	0.0	2.453235E7	0.0	2.9781356E7	
sp|Q9NZT1|CALL5_HUMAN	Q9NZT1	CALL5_HUMAN	CALML5	146	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-like protein 5	1.0	0.999	16	1208	1208	1208	457	159	278	151	163	457	159	278	151	163	457	159	278	151	163	2.6676986E11	9.361336E10	1.9063452E11	1.042367E11	1.4901512E11	
sp|Q9NZT2|OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	OGFR	677	Homo sapiens	1:Experimental evidence at protein level	Opioid growth factor receptor	1.0	0.999	21	188	188	188	47	26	34	42	39	47	26	34	42	39	47	26	34	42	39	9.849916E9	5.5315553E9	4.2542904E9	9.346598E9	9.436835E9	
sp|Q9NZU0|FLRT3_HUMAN	Q9NZU0	FLRT3_HUMAN	FLRT3	649	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat transmembrane protein FLRT3	1.0	0.999	9	23	17	23	5	0	4	9	5	3	0	3	7	4	5	0	4	9	5	1.6559534E8	0.0	5.815652E7	4.0194714E8	2.3939134E8	
sp|Q9NZU5|LMCD1_HUMAN	Q9NZU5	LMCD1_HUMAN	LMCD1	365	Homo sapiens	1:Experimental evidence at protein level	LIM and cysteine-rich domains protein 1	1.0	0.999	14	289	289	289	71	54	55	57	52	71	54	55	57	52	71	54	55	57	52	3.980245E10	2.3648076E10	2.4191078E10	3.4148768E10	6.334649E10	
sp|Q9NZV1|CRIM1_HUMAN	Q9NZV1	CRIM1_HUMAN	CRIM1	1036	Homo sapiens	1:Experimental evidence at protein level	Cysteine-rich motor neuron 1 protein	1.0	0.999	9	26	26	26	4	4	8	5	5	4	4	8	5	5	4	4	8	5	5	2.3619792E8	1.503407E8	6.4507228E7	9.334002E7	2.372882E8	
sp|Q9NZV5|SELN_HUMAN	Q9NZV5	SELN_HUMAN	SELENON	590	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein N	1.0	0.999	4	17	17	17	3	2	4	6	2	3	2	4	6	2	3	2	4	6	2	7.193309E8	3.747424E8	2.159881E8	2.1685629E8	1.0192662E8	
sp|Q9NZV6|MSRB1_HUMAN	Q9NZV6	MSRB1_HUMAN	MSRB1	116	Homo sapiens	1:Experimental evidence at protein level	Methionine-R-sulfoxide reductase B1	0.9764	0.999	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	2.2977736E7	0.0	
sp|Q9NZV8|KCND2_HUMAN	Q9NZV8	KCND2_HUMAN	KCND2	630	Homo sapiens	1:Experimental evidence at protein level	Potassium voltage-gated channel subfamily D member 2	0.974	0.9931	2	2	1	2	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0.0	0.0	1.1216807E7	9631267.0	0.0	
sp|Q9NZW5|PALS2_HUMAN	Q9NZW5	PALS2_HUMAN	PALS2	540	Homo sapiens	1:Experimental evidence at protein level	Protein PALS2	1.0	0.999	13	72	72	74	16	12	15	15	14	16	12	15	15	14	17	12	15	15	15	1.5187379E9	1.2668658E9	1.4951144E9	1.2507302E9	1.3784588E9	
sp|Q9NZZ3|CHMP5_HUMAN	Q9NZZ3	CHMP5_HUMAN	CHMP5	219	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 5	1.0	0.999	5	126	126	126	30	21	25	26	24	30	21	25	26	24	30	21	25	26	24	1.723149E10	9.30597E9	9.915505E9	1.5454011E10	1.9843869E10	
sp|Q9P000|COMD9_HUMAN	Q9P000	COMD9_HUMAN	COMMD9	198	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 9	1.0	0.999	5	52	52	52	9	6	12	13	12	9	6	12	13	12	9	6	12	13	12	2.3941082E9	1.0685387E9	2.5796657E9	2.921592E9	3.3199713E9	
sp|Q9P003|CNIH4_HUMAN	Q9P003	CNIH4_HUMAN	CNIH4	139	Homo sapiens	1:Experimental evidence at protein level	Protein cornichon homolog 4	0.9764	0.999	1	9	9	9	0	2	3	1	3	0	2	3	1	3	0	2	3	1	3	0.0	1.0787942E7	9484949.0	519401.44	7617937.0	
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	Homo sapiens	1:Experimental evidence at protein level	Spliceosome-associated protein CWC15 homolog	1.0	0.999	6	41	41	41	14	7	9	5	6	14	7	9	5	6	14	7	9	5	6	1.8458455E9	9.1551654E8	1.6742821E9	1.2396877E9	1.3683508E9	
